plot,blk,trt,plt.date,term.plt,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.buac,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
103,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,25.4,1m2,0,0,0,0,44.5,no,,,no,,,no,,,no,,,yes,96,36.17096448,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,22.9,1m2,0,0,0,0,21.6,no,,,no,,,no,,,no,,,yes,113,37.58509074,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,25.4,1m2,0,0,0,0,40,no,,,no,,,no,,,no,,,yes,159,31.55375705,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
506,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,0,0,12.125,no,,,no,,,no,,,no,,,yes,143,26.68098463,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,64.8,64.8,44.5,no,,,no,,,yes,utc,early,yes,pre,early,yes,141,28.74254219,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,70.2,70.2,21.6,no,,,no,,,yes,utc,early,yes,pre,early,yes,99,49.08551515,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,2.7,2.7,12.125,no,,,no,,,yes,utc,early,yes,pre,early,yes,166,32.16711302,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,5.4,5.4,40,no,,,no,,,yes,utc,early,yes,pre,early,yes,226,40.9415109,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,VA,na,2022,POST (-1 DAT),palmer amaranth,15.2,1m2,0,0,0,0,21.6,no,,,no,,,yes,pre,early,no,,,yes,99,30.05444246,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,0,0,40,no,,,no,,,yes,pre,early,no,,,yes,226,45.93354698,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,0,0,44.5,no,,,no,,,yes,pre,early,no,,,yes,141,21.68894855,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
505,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,0,0,12.125,no,,,no,,,yes,pre,early,no,,,yes,166,22.02970187,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,0,0,12.125,no,,,no,,,no,,,yes,pre,early,yes,166,27.68620691,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,0,0,40,no,,,no,,,no,,,yes,pre,early,yes,226,40.03851461,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,0,0,21.6,no,,,no,,,no,,,yes,pre,early,yes,99,32.91677031,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
501,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,2.7,2.7,44.5,no,,,no,,,no,,,yes,pre,early,yes,141,11.22782176,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,62.1,62.1,40,no,,,no,,,no,,,no,,,yes,226,41.86154485,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,27,27,44.5,no,,,no,,,no,,,no,,,yes,141,18.60513105,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,18.9,18.9,12.125,no,,,no,,,no,,,no,,,yes,166,23.44382813,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
509,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,2.7,13.5,16.2,21.6,no,,,no,,,no,,,no,,,yes,99,30.24185678,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,10.8,10.8,12.125,no,,,no,,,no,,,no,,,yes,166,42.71342814,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,15.2,1m2,0,0,2.7,2.7,44.5,no,,,no,,,no,,,no,,,yes,141,18.14511407,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,20.3,1m2,0,0,0,0,21.6,no,,,no,,,no,,,no,,,yes,99,25.77798834,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
511,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,VA,na,2022,POST (-1 DAT),palmer amaranth,17.8,1m2,0,0,0,0,40,no,,,no,,,no,,,no,,,yes,226,42.01488385,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,25,1m2,0,0,4,4,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,20,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,24,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,25,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,21,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,22,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,19,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,29,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,25,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,b3,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
110,b1,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
215,b2,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
405,b4,6,green/boot,boot/boot,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,38,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
109,b1,7,green/boot,boot/boot,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,40,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,7,green/boot,boot/boot,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
314,b3,7,green/boot,boot/boot,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
401,b4,7,green/boot,boot/boot,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,41,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
107,b1,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
211,b2,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
312,b3,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
403,b4,8,green/boot,boot/boot,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
106,b1,9,green/boot,boot/boot,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,9,green/boot,boot/boot,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
311,b3,9,green/boot,boot/boot,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,37,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
402,b4,9,green/boot,boot/boot,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
108,b1,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
313,b3,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,10,green/boot,boot/boot,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,38,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
113,b1,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,37,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,30,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
406,b4,11,green/anthesis,anthesis/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
115,b1,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
205,b2,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
310,b3,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,33,1m2,0,0,4,4,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
410,b4,12,green/anthesis,anthesis/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
114,b1,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,33,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,28,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,32,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
407,b4,13,green/anthesis,anthesis/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,34,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
111,b1,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
202,b2,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
307,b3,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,26,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
409,b4,14,green/anthesis,anthesis/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),common ragweed,29,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
112,b1,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
203,b2,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,23,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,27,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
408,b4,15,green/anthesis,anthesis/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),common ragweed,31,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
103,b1,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,34,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
209,b2,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,23,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
301,b3,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
412,b4,1,brown/anthesis,boot/anthesis,no residual,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),palmer amaranth,26,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
206,b2,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
305,b3,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),palmer amaranth,30,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
415,b4,2,brown/anthesis,boot/anthesis,boot,boot,no,DE,na,2022,POST (28 DAT),palmer amaranth,24,1m2,0,0,0,0,na,yes,pre,std,no,,,yes,pre,std,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,27,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
208,b2,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,b3,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,23,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,3,brown/anthesis,boot/anthesis,anthesis,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,33,1m2,0,0,0,0,na,no,,,yes,pre,std,no,,,yes,pre,early,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,25,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
207,b2,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,27,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
302,b3,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,24,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,4,brown/anthesis,boot/anthesis,POST,no residual,yes,DE,na,2022,POST (28 DAT),palmer amaranth,36,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
101,b1,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,35,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
210,b2,5,brown/anthesis,boot/anthesis,anthesis/POST,anthesis,no,DE,na,2022,POST (28 DAT),palmer amaranth,26,1m2,0,0,0,0,na,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
