plot,blk,trt,plt.date,herb.trt,herb.trt.POSTdemo,NoResidualAtPost,location,date,site.year,year,timing,weed.species,soy.hgt.cm,weed.demo.unit,above.canopy,greater.ten.cm,less.ten.cm,total.weed.den,weed.check,std.weed den,eb.data,eb.herb,eb.plt.dt,ea.data,ea.herb,ea.plt.dt,lb.data,lb.herb,lb.plt.dt,la.data,la.herb,la.plt.dt,yield.data,rye.bio.m2,soybean.kgha,lorenz,ob1,ob2,ob3,ob4,ob5,ob6,ob7,ob8,ob9,ob10,ob11,ob12,ob13,ob14,ob15,ob16
109,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,17,1m2,0,0,0,0,11.25,11,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,20,1m2,0,0,0,0,11.25,4,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
315,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,17,1m2,0,0,0,0,11.25,22,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
404,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,19,1m2,0,0,4,4,11.25,8,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
104,b1,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,25,1m2,0,0,0,0,11.25,11,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
214,b2,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,20,1m2,0,0,0,0,11.25,4,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
306,b3,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,27,1m2,0,0,10,10,11.25,22,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
414,b4,7,early (1 DAP),boot,boot,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,25,1m2,0,0,0,0,11.25,8,yes,pre,early,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
105,b1,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,32,1m2,0,0,0,0,11.25,11,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
212,b2,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,27,1m2,0,0,0,0,11.25,4,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
309,b3,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,28,1m2,0,0,0,0,11.25,22,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
413,b4,8,early (1 DAP),anthesis,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,28,1m2,0,0,0,0,11.25,8,no,,,yes,pre,early,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
102,b1,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,33,1m2,0,0,0,0,11.25,11,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
213,b2,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,27,1m2,0,0,0,0,11.25,4,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
308,b3,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,28,1m2,0,0,0,0,11.25,22,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
411,b4,10,early (1 DAP),anthesis/POST,anthesis,no,DE,6/20/23,DE23,2023,POST (-1 DAT),palmer amaranth,27,1m2,0,0,2,2,11.25,8,no,,,no,,,no,,,no,,,no,na,na,no,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,0,45,45,28,43.75,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,227.81,4505.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,9.5,1m2,0,1.5,33,34.5,28,22.5,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,192.34,3631.5,yes,11,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14.75,1m2,0,0,30,30,28,25.75,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,254.52,3900.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,10.75,1m2,0,1,20,21,28,20.25,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,198.92,4035,yes,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14,1m2,0,0,10.5,10.5,28,22.5,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,192.34,3967.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.75,1m2,0,1,20.5,21.5,28,25.75,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,254.52,3698.75,yes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,3.5,39,42.5,28,43.75,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,227.81,3967.75,yes,10,10,12,11,11,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.5,1m2,0,0,19.5,19.5,28,20.25,yes,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,198.92,2959,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16.5,1m2,0,0,9.5,9.5,28,22.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,323.46,3833.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.5,1m2,0,0,28,28,28,25.75,no,,,no,,,yes,utc,late,yes,utc,late,yes,317.85,4236.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13,1m2,0,0,32,32,28,43.75,no,,,no,,,yes,utc,late,yes,utc,late,yes,296.25,4102.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,15.25,1m2,0,0,24.5,24.5,28,20.25,no,,,no,,,yes,utc,late,yes,utc,late,yes,261.54,3900.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,0,10.5,10.5,28,20.25,no,,,no,,,yes,utc,late,yes,utc,late,yes,261.54,4304,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,15,1m2,0,0,37.5,37.5,28,22.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,323.46,3833.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,standard (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13.5,1m2,0,0,41,41,28,43.75,no,,,no,,,yes,utc,late,yes,utc,late,yes,296.25,4102.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,b3,14,standard (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12,1m2,0,0,22.5,22.5,28,25.75,no,,,no,,,yes,utc,late,yes,utc,late,yes,317.85,4573,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,b4,6,early (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,18.75,1m2,0,4.5,16.5,21,28,20.25,yes,utc,early,yes,utc,early,no,,,no,,,yes,269.31,4707.5,yes,15,13.5,10.5,16,10,11,0,0,0,0,0,0,0,0,0,0
403,b1,6,early (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16.5,1m2,0,6.5,25,31.5,28,22.5,yes,utc,early,yes,utc,early,no,,,no,,,yes,236.15,4640.25,yes,10,10,10,15,14,10,11,0,0,0,0,0,0,0,0,0
406,b2,6,early (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,15.5,1m2,0,5.5,46.5,52,28,43.75,yes,utc,early,yes,utc,early,no,,,no,,,yes,193.39,3497,yes,14,13,13,11,12,10,11,0,0,0,0,0,0,0,0,0
408,b3,6,early (1 DAP),no residual,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,15.75,1m2,0,5,21.5,26.5,28,25.75,yes,utc,early,yes,utc,early,no,,,no,,,yes,188.53,3766,yes,12,11,14,10,16,14,11,0,0,0,0,0,0,0,0,0
306,b2,9,early (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16,1m2,0,9,50,59,28,43.75,yes,utc,early,yes,utc,early,no,,,no,,,yes,193.39,4169.5,yes,10,11,11,12,11,14,12,13,11,12,0,0,0,0,0,0
310,b4,9,early (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,17.25,1m2,0,0,0,0,28,20.25,yes,utc,early,yes,utc,early,no,,,no,,,yes,269.31,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,b1,9,early (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16.5,1m2,0,8,43,51,28,22.5,yes,utc,early,yes,utc,early,no,,,no,,,yes,236.15,4842,yes,13,10,12,11,10,10,12,13,12,0,0,0,0,0,0,0
508,b3,9,early (1 DAP),POST,no residual,yes,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16.75,1m2,0,7,29.5,36.5,28,25.75,yes,utc,early,yes,utc,early,no,,,no,,,yes,188.53,4035,yes,12,13,14,13,13,18,10,10,13,14,0,0,0,0,0,0
312,b4,2,standard (14 DPP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,0,1,1,28,20.25,yes,pre,std,no,,,yes,pre,std,no,,,yes,198.92,3362.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,b1,2,standard (14 DPP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,7.5,1m2,0,0,10.5,10.5,28,22.5,yes,pre,std,no,,,yes,pre,std,no,,,yes,192.34,3026.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,b3,2,standard (14 DPP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.25,1m2,0,0,8,8,28,25.75,yes,pre,std,no,,,yes,pre,std,no,,,yes,254.52,4505.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,b2,2,standard (14 DPP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.75,1m2,0,0,4,4,28,43.75,yes,pre,std,no,,,yes,pre,std,no,,,yes,227.81,4573,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,b2,3,standard (14 DPP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14.75,1m2,0,0,0,0,28,43.75,no,,,yes,pre,std,no,,,yes,pre,std,yes,227.81,4102.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,b1,3,standard (14 DPP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,8.5,1m2,0,0,0,0,28,22.5,no,,,yes,pre,std,no,,,yes,pre,std,yes,192.34,3900.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,b4,3,standard (14 DPP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,9.5,1m2,0,0,0,0,28,20.25,no,,,yes,pre,std,no,,,yes,pre,std,yes,198.92,3564.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,b3,3,standard (14 DPP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.5,1m2,0,0,0,0,28,25.75,no,,,yes,pre,std,no,,,yes,pre,std,yes,254.52,3967.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,b3,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.25,1m2,0,0,0,0,28,25.75,no,,,no,,,no,,,no,,,yes,254.52,4169.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,b4,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,10.75,1m2,0,0,0,0,28,20.25,no,,,no,,,no,,,no,,,yes,198.92,4035,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,b2,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12,1m2,0,0,0,0,28,43.75,no,,,no,,,no,,,no,,,yes,227.81,4573,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,b1,5,standard (14 DPP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,6.25,1m2,0,0,1,1,28,22.5,no,,,no,,,no,,,no,,,yes,192.34,3026.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,b3,12,standard (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13,1m2,0,0,8,8,28,25.75,no,,,no,,,yes,pre,late,no,,,yes,317.85,4304,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,b4,12,standard (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.5,1m2,0,0,1,1,28,20.25,no,,,no,,,yes,pre,late,no,,,yes,261.54,3967.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,b1,12,standard (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,9.5,1m2,0,0,4.5,4.5,28,22.5,no,,,no,,,yes,pre,late,no,,,yes,323.46,4236.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,b2,12,standard (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14,1m2,0,0,1,1,28,43.75,no,,,no,,,yes,pre,late,no,,,yes,296.25,4505.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,b2,13,standard (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13,1m2,0,0,2,2,28,43.75,no,,,no,,,no,,,yes,pre,late,yes,296.25,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,b4,13,standard (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.25,1m2,0,0,0,0,28,20.25,no,,,no,,,no,,,yes,pre,late,yes,261.54,4169.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,b3,13,standard (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13,1m2,0,0,0,0,28,25.75,no,,,no,,,no,,,yes,pre,late,yes,317.85,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,b1,13,standard (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,0,1,1,28,22.5,no,,,no,,,no,,,yes,pre,late,yes,323.46,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,b2,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14,1m2,0,0,5,5,28,43.75,no,,,no,,,no,,,no,,,yes,296.25,4505.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,b1,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.5,1m2,0,0,2,2,28,22.5,no,,,no,,,no,,,no,,,yes,323.46,3967.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,b3,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14.25,1m2,0,0,4,4,28,25.75,no,,,no,,,no,,,no,,,yes,317.85,4102.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,b4,15,standard (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,12.25,1m2,0,0,6.5,6.5,28,20.25,no,,,no,,,no,,,no,,,yes,261.54,4169.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,b2,7,early (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,19.5,1m2,0,0,8.5,8.5,28,43.75,yes,pre,early,no,,,no,,,no,,,yes,193.39,4236.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,b1,7,early (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,18.5,1m2,0,0,4,4,28,22.5,yes,pre,early,no,,,no,,,no,,,yes,236.15,4304,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,b3,7,early (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16,1m2,0,0,4.5,4.5,28,25.75,yes,pre,early,no,,,no,,,no,,,yes,188.53,3631.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,b4,7,early (1 DAP),boot,boot,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,17.5,1m2,0,0,2,2,28,20.25,yes,pre,early,no,,,no,,,no,,,yes,269.31,4842,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,b3,8,early (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,15.25,1m2,0,0,0,0,28,25.75,no,,,yes,pre,early,no,,,no,,,yes,188.53,4774.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,b2,8,early (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14.75,1m2,0,0,1,1,28,43.75,no,,,yes,pre,early,no,,,no,,,yes,193.39,4035,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,b4,8,early (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,16.5,1m2,0,0,0,0,28,20.25,no,,,yes,pre,early,no,,,no,,,yes,269.31,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,b1,8,early (1 DAP),anthesis,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,11.5,1m2,0,0,0,0,28,22.5,no,,,yes,pre,early,no,,,no,,,yes,236.15,4304,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,b1,10,early (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,23,1m2,0,0,0,0,28,22.5,no,,,no,,,no,,,no,,,yes,236.15,4169.5,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,b3,10,early (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,14.5,1m2,0,0,0,0,28,25.75,no,,,no,,,no,,,no,,,yes,188.53,3698.75,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,b4,10,early (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,17.25,1m2,0,11,23.5,34.5,28,20.25,no,,,no,,,no,,,no,,,yes,269.31,4707.5,yes,13,12,16,10,10,11,11,12,10,10,11,11,12,12,10,0
506,b2,10,early (1 DAP),anthesis/POST,anthesis,no,PA,6/23/22,PA22,2022,POST (-1 DAT),waterhemp,13.75,1m2,0,0,0,0,28,43.75,no,,,no,,,no,,,no,,,yes,193.39,4371.25,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,b2,1,standard (14 DPP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,12.5,1m2,0,0,0,0,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,176.44,4801.531097,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,b1,1,standard (14 DPP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,12,1m2,0,0,1,1,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,176.44,5049.30909,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,b3,1,standard (14 DPP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,13.5,1m2,0,0,3,3,1.5,4.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,176.44,4262.679849,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,b4,1,standard (14 DPP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,12,1m2,0,0,1,1,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,176.44,6158.563252,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,b1,4,standard (14 DPP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,14,1m2,0,0,0,0,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,208.02,4561.37478,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,b3,4,standard (14 DPP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,12.5,1m2,0,0,6,6,1.5,4.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,208.02,4561.374783,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,b2,4,standard (14 DPP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,15,1m2,0,0,1,1,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,208.02,4580.61899,yes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,b4,4,standard (14 DPP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,14.5,1m2,0,0,0,0,1.5,0.5,no,utc,std,yes,utc,std,yes,utc,std,yes,utc,std,yes,208.02,5047.441504,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,b1,11,standard (1 DAP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,10,1m2,0,0,32,32,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,410.2,4468.067227,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,b3,11,standard (1 DAP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,9.5,1m2,0,5,7,12,1.5,4.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,410.2,4791.044142,yes,13,12,11,13,13,0,0,0,0,0,0,0,0,0,0,0
305,b2,11,standard (1 DAP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,11,1m2,0,0,16,16,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,410.2,4865.406798,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,b4,11,standard (1 DAP),no residual,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,9.5,1m2,0,1,5,6,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,410.2,4955.063257,yes,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,b4,14,standard (1 DAP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,10,1m2,0,2,24,26,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,420.89,4798.811551,yes,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,b1,14,standard (1 DAP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,10.5,1m2,0,0,0,0,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,420.89,4509.534138,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,b2,14,standard (1 DAP),POST,no residual,yes,PA,6/28/23,PA23,2023,POST (-1 DAT),common ragweed,11,1m2,0,0,6,6,1.5,0.5,no,,,no,,,yes,utc,late,yes,utc,late,yes,420.89,4509.142909,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
